,CTDC_hydrophobicity.Group1,CTDC_hydrophobicity.Group2,CTDC_hydrophobicity.Group3,CTDC_normwaalsvolume.Group1,CTDC_normwaalsvolume.Group2,CTDC_normwaalsvolume.Group3,CTDC_polarity.Group1,CTDC_polarity.Group2,CTDC_polarity.Group3,CTDC_polarizability.Group1,CTDC_polarizability.Group2,CTDC_polarizability.Group3,CTDC_charge.Group1,CTDC_charge.Group2,CTDC_charge.Group3,CTDC_secondarystruct.Group1,CTDC_secondarystruct.Group2,CTDC_secondarystruct.Group3,CTDC_solventaccess.Group1,CTDC_solventaccess.Group2,CTDC_solventaccess.Group3
DVU0018,0.335113484646195,0.373831775700935,0.29105473965287,0.399198931909212,0.384512683578104,0.216288384512684,0.31241655540721,0.341789052069426,0.345794392523364,0.377837116154873,0.405874499332443,0.216288384512684,0.118825100133511,0.739652870493992,0.141522029372497,0.531375166889186,0.233644859813084,0.23497997329773,0.477970627503338,0.335113484646195,0.186915887850467
DVU0019,0.301980198019802,0.450495049504951,0.247524752475248,0.440594059405941,0.306930693069307,0.252475247524752,0.301980198019802,0.366336633663366,0.331683168316832,0.371287128712871,0.376237623762376,0.252475247524752,0.103960396039604,0.757425742574257,0.138613861386139,0.485148514851485,0.287128712871287,0.227722772277228,0.450495049504951,0.301980198019802,0.247524752475248
DVU0020,0.208333333333333,0.5,0.291666666666667,0.5625,0.291666666666667,0.145833333333333,0.3125,0.479166666666667,0.208333333333333,0.354166666666667,0.5,0.145833333333333,0.0833333333333333,0.854166666666667,0.0625,0.416666666666667,0.25,0.333333333333333,0.520833333333333,0.208333333333333,0.270833333333333
DVU0021,0.278735632183908,0.413793103448276,0.307471264367816,0.408045977011494,0.278735632183908,0.313218390804598,0.350574712643678,0.330459770114943,0.318965517241379,0.32183908045977,0.364942528735632,0.313218390804598,0.10632183908046,0.764367816091954,0.129310344827586,0.454022988505747,0.293103448275862,0.252873563218391,0.410919540229885,0.278735632183908,0.310344827586207
DVU0022,0.261034047919294,0.416141235813367,0.322824716267339,0.430012610340479,0.354350567465322,0.215636822194199,0.33921815889029,0.364438839848676,0.296343001261034,0.382093316519546,0.402269861286255,0.215636822194199,0.0882723833543506,0.791929382093317,0.119798234552333,0.48297604035309,0.242118537200504,0.274905422446406,0.50063051702396,0.261034047919294,0.238335435056747
DVU0023,0.261538461538462,0.415384615384615,0.323076923076923,0.507692307692308,0.246153846153846,0.246153846153846,0.353846153846154,0.384615384615385,0.261538461538462,0.415384615384615,0.338461538461538,0.246153846153846,0.123076923076923,0.753846153846154,0.123076923076923,0.369230769230769,0.307692307692308,0.323076923076923,0.446153846153846,0.261538461538462,0.292307692307692
DVU0024,0.375,0.357142857142857,0.267857142857143,0.446428571428571,0.267857142857143,0.285714285714286,0.285714285714286,0.339285714285714,0.375,0.357142857142857,0.357142857142857,0.285714285714286,0.214285714285714,0.642857142857143,0.142857142857143,0.5,0.196428571428571,0.303571428571429,0.446428571428571,0.375,0.178571428571429
DVU0025,0.267037552155772,0.432545201668985,0.300417246175243,0.464534075104312,0.307371349095967,0.228094575799722,0.318497913769124,0.376912378303199,0.304589707927677,0.393602225312935,0.378303198887344,0.228094575799722,0.0945757997218359,0.788595271210014,0.11682892906815,0.456189151599444,0.262865090403338,0.280945757997218,0.475660639777469,0.267037552155772,0.257301808066759
DVU0026,0.221052631578947,0.457894736842105,0.321052631578947,0.489473684210526,0.294736842105263,0.215789473684211,0.347368421052632,0.384210526315789,0.268421052631579,0.4,0.384210526315789,0.215789473684211,0.0631578947368421,0.810526315789474,0.126315789473684,0.415789473684211,0.331578947368421,0.252631578947368,0.536842105263158,0.221052631578947,0.242105263157895
DVU0027,0.147679324894515,0.40506329113924,0.447257383966245,0.39662447257384,0.377637130801688,0.225738396624473,0.462025316455696,0.364978902953586,0.172995780590717,0.329113924050633,0.445147679324895,0.225738396624473,0.0485232067510548,0.89873417721519,0.0527426160337553,0.419831223628692,0.327004219409283,0.253164556962025,0.609704641350211,0.147679324894515,0.242616033755274
DVU0028,0.288,0.368,0.344,0.4,0.384,0.216,0.352,0.352,0.296,0.32,0.464,0.216,0.104,0.768,0.128,0.392,0.328,0.28,0.504,0.288,0.208
DVU0029,0.219298245614035,0.449122807017544,0.331578947368421,0.496491228070175,0.335087719298246,0.168421052631579,0.340350877192982,0.410526315789474,0.249122807017544,0.419298245614035,0.412280701754386,0.168421052631579,0.0789473684210526,0.814035087719298,0.107017543859649,0.466666666666667,0.26140350877193,0.271929824561404,0.575438596491228,0.219298245614035,0.205263157894737
DVU4013,0.338461538461538,0.430769230769231,0.230769230769231,0.430769230769231,0.261538461538462,0.307692307692308,0.292307692307692,0.353846153846154,0.353846153846154,0.369230769230769,0.323076923076923,0.307692307692308,0.138461538461538,0.676923076923077,0.184615384615385,0.446153846153846,0.261538461538462,0.292307692307692,0.384615384615385,0.338461538461538,0.276923076923077
DVU0030,0.27,0.428,0.302,0.452,0.326,0.222,0.328,0.38,0.292,0.358,0.42,0.222,0.114,0.78,0.106,0.444,0.282,0.274,0.462,0.27,0.268
DVU0031,0.164634146341463,0.518292682926829,0.317073170731707,0.542682926829268,0.274390243902439,0.182926829268293,0.326219512195122,0.484756097560976,0.189024390243902,0.463414634146341,0.353658536585366,0.182926829268293,0.0701219512195122,0.86280487804878,0.0670731707317073,0.442073170731707,0.240853658536585,0.317073170731707,0.609756097560976,0.164634146341463,0.225609756097561
DVU0032,0.126126126126126,0.432432432432432,0.441441441441441,0.45045045045045,0.36036036036036,0.189189189189189,0.459459459459459,0.405405405405405,0.135135135135135,0.369369369369369,0.441441441441441,0.189189189189189,0.0540540540540541,0.900900900900901,0.045045045045045,0.504504504504504,0.27027027027027,0.225225225225225,0.63963963963964,0.126126126126126,0.234234234234234
DVU0033,0.240196078431373,0.42156862745098,0.338235294117647,0.495098039215686,0.318627450980392,0.186274509803922,0.348039215686274,0.397058823529412,0.254901960784314,0.397058823529412,0.416666666666667,0.186274509803922,0.0931372549019608,0.794117647058823,0.112745098039216,0.42156862745098,0.28921568627451,0.28921568627451,0.524509803921569,0.240196078431373,0.235294117647059
DVU0034,0.363984674329502,0.325670498084291,0.310344827586207,0.363984674329502,0.39463601532567,0.241379310344828,0.340996168582375,0.28735632183908,0.371647509578544,0.314176245210728,0.444444444444444,0.241379310344828,0.145593869731801,0.71264367816092,0.14176245210728,0.547892720306513,0.241379310344828,0.210727969348659,0.459770114942529,0.363984674329502,0.176245210727969
DVU0035,0.192982456140351,0.43859649122807,0.368421052631579,0.456140350877193,0.280701754385965,0.263157894736842,0.385964912280702,0.421052631578947,0.192982456140351,0.421052631578947,0.315789473684211,0.263157894736842,0.140350877192982,0.807017543859649,0.0526315789473684,0.333333333333333,0.298245614035088,0.368421052631579,0.596491228070175,0.192982456140351,0.210526315789474
DVU0036,0.291390728476821,0.443708609271523,0.264900662251656,0.47682119205298,0.33112582781457,0.19205298013245,0.271523178807947,0.403973509933775,0.324503311258278,0.410596026490066,0.397350993377483,0.19205298013245,0.0993377483443709,0.788079470198676,0.112582781456954,0.536423841059603,0.231788079470199,0.231788079470199,0.47682119205298,0.291390728476821,0.231788079470199
DVU0037,0.246376811594203,0.41304347826087,0.340579710144928,0.485507246376812,0.347826086956522,0.166666666666667,0.355072463768116,0.384057971014493,0.260869565217391,0.36231884057971,0.471014492753623,0.166666666666667,0.0942028985507246,0.782608695652174,0.123188405797101,0.398550724637681,0.297101449275362,0.304347826086957,0.543478260869565,0.246376811594203,0.210144927536232
DVU0038,0.24025974025974,0.452922077922078,0.306818181818182,0.454545454545455,0.297077922077922,0.248376623376623,0.329545454545455,0.394480519480519,0.275974025974026,0.357142857142857,0.394480519480519,0.248376623376623,0.121753246753247,0.790584415584416,0.0876623376623377,0.50487012987013,0.206168831168831,0.288961038961039,0.50487012987013,0.24025974025974,0.25487012987013
DVU0039,0.329545454545455,0.392045454545455,0.278409090909091,0.460227272727273,0.3125,0.227272727272727,0.295454545454545,0.352272727272727,0.352272727272727,0.363636363636364,0.409090909090909,0.227272727272727,0.142045454545455,0.710227272727273,0.147727272727273,0.539772727272727,0.210227272727273,0.25,0.448863636363636,0.329545454545455,0.221590909090909
DVU0040,0.274509803921569,0.377450980392157,0.348039215686274,0.416666666666667,0.333333333333333,0.25,0.377450980392157,0.323529411764706,0.299019607843137,0.362745098039216,0.387254901960784,0.25,0.107843137254902,0.745098039215686,0.147058823529412,0.524509803921569,0.240196078431373,0.235294117647059,0.519607843137255,0.274509803921569,0.205882352941176
DVU0041,0.298126064735945,0.448040885860307,0.253833049403748,0.436115843270869,0.315161839863714,0.248722316865417,0.296422487223169,0.390119250425894,0.313458262350937,0.357751277683135,0.393526405451448,0.248722316865417,0.137989778534923,0.766609880749574,0.0954003407155026,0.47870528109029,0.238500851788756,0.282793867120954,0.415672913117547,0.298126064735945,0.286201022146508
DVU0042,0.326370757180157,0.443864229765013,0.22976501305483,0.511749347258486,0.274151436031332,0.214099216710183,0.253263707571802,0.407310704960835,0.339425587467363,0.425587467362924,0.360313315926893,0.214099216710183,0.138381201044386,0.725848563968668,0.135770234986945,0.488250652741514,0.177545691906005,0.33420365535248,0.483028720626632,0.326370757180157,0.190600522193211
DVU0043,0.179775280898876,0.303370786516854,0.51685393258427,0.303370786516854,0.48314606741573,0.213483146067416,0.528089887640449,0.292134831460674,0.179775280898876,0.247191011235955,0.539325842696629,0.213483146067416,0.0561797752808989,0.887640449438202,0.0561797752808989,0.359550561797753,0.438202247191011,0.202247191011236,0.573033707865168,0.179775280898876,0.247191011235955
DVU0044,0.195744680851064,0.340425531914894,0.463829787234043,0.34468085106383,0.395744680851064,0.259574468085106,0.480851063829787,0.314893617021277,0.204255319148936,0.285106382978723,0.45531914893617,0.259574468085106,0.0723404255319149,0.851063829787234,0.0765957446808511,0.468085106382979,0.323404255319149,0.208510638297872,0.502127659574468,0.195744680851064,0.302127659574468
DVU0045,0.277456647398844,0.421965317919075,0.300578034682081,0.450867052023121,0.335260115606936,0.213872832369942,0.317919075144509,0.38728323699422,0.294797687861272,0.398843930635838,0.38728323699422,0.213872832369942,0.092485549132948,0.791907514450867,0.115606936416185,0.520231213872832,0.219653179190751,0.260115606936416,0.497109826589595,0.277456647398844,0.225433526011561
DVU0046,0.417647058823529,0.288235294117647,0.294117647058824,0.364705882352941,0.464705882352941,0.170588235294118,0.294117647058824,0.288235294117647,0.417647058823529,0.329411764705882,0.5,0.170588235294118,0.123529411764706,0.676470588235294,0.2,0.547058823529412,0.182352941176471,0.270588235294118,0.470588235294118,0.417647058823529,0.111764705882353
DVU0047,0.309941520467836,0.385964912280702,0.304093567251462,0.391812865497076,0.385964912280702,0.222222222222222,0.327485380116959,0.35672514619883,0.315789473684211,0.339181286549708,0.43859649122807,0.222222222222222,0.134502923976608,0.760233918128655,0.105263157894737,0.538011695906433,0.239766081871345,0.222222222222222,0.502923976608187,0.309941520467836,0.187134502923977
DVU0048,0.317073170731707,0.386178861788618,0.296747967479675,0.434959349593496,0.353658536585366,0.211382113821138,0.308943089430894,0.353658536585366,0.33739837398374,0.353658536585366,0.434959349593496,0.211382113821138,0.117886178861789,0.747967479674797,0.134146341463415,0.48780487804878,0.199186991869919,0.313008130081301,0.426829268292683,0.317073170731707,0.25609756097561
DVU0049,0.269230769230769,0.478021978021978,0.252747252747253,0.516483516483517,0.282967032967033,0.200549450549451,0.263736263736264,0.453296703296703,0.282967032967033,0.414835164835165,0.384615384615385,0.200549450549451,0.112637362637363,0.78021978021978,0.107142857142857,0.431318681318681,0.222527472527473,0.346153846153846,0.447802197802198,0.269230769230769,0.282967032967033
DVU0050,0.253968253968254,0.373015873015873,0.373015873015873,0.380952380952381,0.420634920634921,0.198412698412698,0.384920634920635,0.341269841269841,0.273809523809524,0.325396825396825,0.476190476190476,0.198412698412698,0.0873015873015873,0.805555555555556,0.107142857142857,0.53968253968254,0.226190476190476,0.234126984126984,0.531746031746032,0.253968253968254,0.214285714285714
DVU0051,0.309917355371901,0.384297520661157,0.305785123966942,0.413223140495868,0.367768595041322,0.21900826446281,0.318181818181818,0.334710743801653,0.347107438016529,0.334710743801653,0.446280991735537,0.21900826446281,0.107438016528926,0.752066115702479,0.140495867768595,0.537190082644628,0.227272727272727,0.235537190082645,0.487603305785124,0.309917355371901,0.202479338842975
DVU0052,0.331168831168831,0.314935064935065,0.353896103896104,0.344155844155844,0.418831168831169,0.237012987012987,0.37012987012987,0.282467532467532,0.347402597402597,0.282467532467532,0.480519480519481,0.237012987012987,0.126623376623377,0.743506493506494,0.12987012987013,0.483766233766234,0.262987012987013,0.253246753246753,0.451298701298701,0.331168831168831,0.217532467532468
DVU0053,0.213864306784661,0.455752212389381,0.330383480825959,0.469026548672566,0.345132743362832,0.185840707964602,0.346607669616519,0.411504424778761,0.24188790560472,0.404129793510324,0.410029498525074,0.185840707964602,0.079646017699115,0.833333333333333,0.0870206489675516,0.48377581120944,0.256637168141593,0.259587020648968,0.572271386430678,0.213864306784661,0.213864306784661
DVU0054,0.238663484486873,0.474940334128878,0.286396181384248,0.520286396181384,0.262529832935561,0.217183770883055,0.305489260143198,0.43436754176611,0.260143198090692,0.420047732696897,0.362768496420048,0.217183770883055,0.0978520286396181,0.79236276849642,0.109785202863962,0.460620525059666,0.241050119331742,0.298329355608592,0.496420047732697,0.238663484486873,0.26491646778043
DVU0055,0.324137931034483,0.362068965517241,0.313793103448276,0.4,0.403448275862069,0.196551724137931,0.324137931034483,0.327586206896552,0.348275862068965,0.337931034482759,0.46551724137931,0.196551724137931,0.113793103448276,0.748275862068966,0.137931034482759,0.513793103448276,0.26551724137931,0.220689655172414,0.506896551724138,0.324137931034483,0.168965517241379
DVU0056,0.334384858044164,0.331230283911672,0.334384858044164,0.340694006309148,0.435331230283912,0.22397476340694,0.356466876971609,0.28391167192429,0.359621451104101,0.293375394321767,0.482649842271293,0.22397476340694,0.116719242902208,0.741324921135647,0.141955835962145,0.470031545741325,0.261829652996845,0.26813880126183,0.454258675078864,0.334384858044164,0.211356466876972
DVU0057,0.305164319248826,0.408450704225352,0.286384976525822,0.408450704225352,0.338028169014085,0.253521126760563,0.323943661971831,0.338028169014085,0.338028169014085,0.36150234741784,0.384976525821596,0.253521126760563,0.0938967136150235,0.76056338028169,0.145539906103286,0.525821596244131,0.244131455399061,0.230046948356808,0.483568075117371,0.305164319248826,0.211267605633803
DVU0058,0.300261096605744,0.412532637075718,0.287206266318538,0.454308093994778,0.362924281984334,0.182767624020888,0.302872062663185,0.386422976501305,0.310704960835509,0.404699738903394,0.412532637075718,0.182767624020888,0.130548302872063,0.733681462140992,0.135770234986945,0.509138381201044,0.237597911227154,0.253263707571802,0.532637075718016,0.300261096605744,0.16710182767624
DVU0059,0.266181229773463,0.398867313915858,0.33495145631068,0.426375404530744,0.358414239482201,0.215210355987055,0.351132686084142,0.367313915857605,0.281553398058252,0.372977346278317,0.411812297734628,0.215210355987055,0.110032362459547,0.773462783171521,0.116504854368932,0.485436893203884,0.266990291262136,0.247572815533981,0.532362459546926,0.266181229773463,0.201456310679612
DVU0060,0.296954314720812,0.416243654822335,0.286802030456853,0.444162436548223,0.365482233502538,0.190355329949239,0.309644670050761,0.393401015228426,0.296954314720812,0.380710659898477,0.428934010152284,0.190355329949239,0.119289340101523,0.766497461928934,0.114213197969543,0.474619289340102,0.266497461928934,0.258883248730964,0.479695431472081,0.296954314720812,0.223350253807107
DVU0061,0.24282982791587,0.388145315487572,0.369024856596558,0.394837476099426,0.383365200764818,0.221797323135755,0.395793499043977,0.353728489483748,0.250478011472275,0.34225621414914,0.435946462715105,0.221797323135755,0.0774378585086042,0.830783938814531,0.0917782026768642,0.415869980879541,0.322179732313576,0.261950286806883,0.512428298279159,0.24282982791587,0.244741873804971
DVU0062,0.297619047619048,0.46031746031746,0.242063492063492,0.492063492063492,0.327380952380952,0.180555555555556,0.267857142857143,0.428571428571429,0.303571428571429,0.448412698412698,0.371031746031746,0.180555555555556,0.103174603174603,0.76984126984127,0.126984126984127,0.537698412698413,0.194444444444444,0.267857142857143,0.48015873015873,0.297619047619048,0.222222222222222
DVU0063,0.356164383561644,0.287671232876712,0.356164383561644,0.315068493150685,0.410958904109589,0.273972602739726,0.363013698630137,0.26027397260274,0.376712328767123,0.26027397260274,0.465753424657534,0.273972602739726,0.157534246575342,0.698630136986301,0.143835616438356,0.568493150684932,0.23972602739726,0.191780821917808,0.465753424657534,0.356164383561644,0.178082191780822
DVU0064,0.274834437086093,0.427152317880795,0.298013245033113,0.466887417218543,0.28476821192053,0.248344370860927,0.347682119205298,0.374172185430464,0.278145695364238,0.437086092715232,0.314569536423841,0.248344370860927,0.0860927152317881,0.774834437086093,0.139072847682119,0.360927152317881,0.278145695364238,0.360927152317881,0.483443708609272,0.274834437086093,0.241721854304636
DVU0065,0.181132075471698,0.486792452830189,0.332075471698113,0.524528301886792,0.313207547169811,0.162264150943396,0.350943396226415,0.449056603773585,0.2,0.441509433962264,0.39622641509434,0.162264150943396,0.0641509433962264,0.845283018867925,0.0905660377358491,0.426415094339623,0.252830188679245,0.320754716981132,0.573584905660377,0.181132075471698,0.245283018867925
DVU0066,0.28042328042328,0.391534391534392,0.328042328042328,0.402116402116402,0.306878306878307,0.291005291005291,0.365079365079365,0.312169312169312,0.322751322751323,0.328042328042328,0.380952380952381,0.291005291005291,0.100529100529101,0.767195767195767,0.132275132275132,0.486772486772487,0.291005291005291,0.222222222222222,0.439153439153439,0.28042328042328,0.28042328042328
DVU0067,0.235294117647059,0.5,0.264705882352941,0.509803921568627,0.264705882352941,0.225490196078431,0.284313725490196,0.431372549019608,0.284313725490196,0.382352941176471,0.392156862745098,0.225490196078431,0.107843137254902,0.794117647058823,0.0980392156862745,0.46078431372549,0.245098039215686,0.294117647058824,0.450980392156863,0.235294117647059,0.313725490196078
DVU0068,0.262230919765166,0.454011741682975,0.283757338551859,0.475538160469667,0.315068493150685,0.209393346379648,0.309197651663405,0.389432485322896,0.301369863013699,0.377690802348337,0.412915851272016,0.209393346379648,0.0939334637964775,0.778864970645793,0.12720156555773,0.440313111545988,0.279843444227006,0.279843444227006,0.469667318982387,0.262230919765166,0.268101761252446
DVU0069,0.301295160190866,0.464894342194956,0.233810497614179,0.503067484662577,0.319018404907975,0.177914110429448,0.239263803680982,0.432856169052488,0.32788002726653,0.453306066802999,0.368779822767553,0.177914110429448,0.111792774369461,0.754601226993865,0.133605998636673,0.596455351056578,0.176550783912747,0.226993865030675,0.492842535787321,0.301295160190866,0.205862304021813
DVU0070,0.259423503325942,0.443458980044346,0.297117516629712,0.498891352549889,0.312638580931264,0.188470066518847,0.310421286031042,0.390243902439024,0.299334811529933,0.416851441241685,0.394678492239468,0.188470066518847,0.0886917960088692,0.771618625277162,0.139689578713969,0.490022172949002,0.235033259423503,0.274944567627494,0.501108647450111,0.259423503325942,0.239467849223947
DVU0071,0.297927461139896,0.39119170984456,0.310880829015544,0.432642487046632,0.316062176165803,0.251295336787565,0.326424870466321,0.360103626943005,0.313471502590674,0.370466321243523,0.378238341968912,0.251295336787565,0.145077720207254,0.725388601036269,0.129533678756477,0.481865284974093,0.238341968911917,0.27979274611399,0.484455958549223,0.297927461139896,0.217616580310881
DVU0072,0.351351351351351,0.328185328185328,0.32046332046332,0.366795366795367,0.312741312741313,0.32046332046332,0.362934362934363,0.266409266409266,0.370656370656371,0.308880308880309,0.370656370656371,0.32046332046332,0.142857142857143,0.706563706563707,0.150579150579151,0.420849420849421,0.316602316602317,0.262548262548263,0.420849420849421,0.351351351351351,0.227799227799228
DVU0073,0.269021739130435,0.426630434782609,0.304347826086957,0.464673913043478,0.282608695652174,0.252717391304348,0.342391304347826,0.375,0.282608695652174,0.388586956521739,0.358695652173913,0.252717391304348,0.103260869565217,0.782608695652174,0.114130434782609,0.421195652173913,0.298913043478261,0.279891304347826,0.502717391304348,0.269021739130435,0.228260869565217
DVU0074,0.292517006802721,0.394557823129252,0.312925170068027,0.421768707482993,0.312925170068027,0.26530612244898,0.346938775510204,0.319727891156463,0.333333333333333,0.312925170068027,0.421768707482993,0.26530612244898,0.115646258503401,0.741496598639456,0.142857142857143,0.408163265306122,0.285714285714286,0.306122448979592,0.45578231292517,0.292517006802721,0.251700680272109
DVU0075,0.262599469496021,0.427055702917772,0.310344827586207,0.448275862068966,0.3342175066313,0.217506631299735,0.3342175066313,0.371352785145889,0.294429708222812,0.381962864721485,0.40053050397878,0.217506631299735,0.10079575596817,0.779840848806366,0.119363395225464,0.461538461538462,0.29973474801061,0.238726790450928,0.517241379310345,0.262599469496021,0.220159151193634
DVU0076,0.304347826086957,0.379710144927536,0.315942028985507,0.426086956521739,0.28695652173913,0.28695652173913,0.336231884057971,0.336231884057971,0.327536231884058,0.368115942028986,0.344927536231884,0.28695652173913,0.12463768115942,0.739130434782609,0.136231884057971,0.478260869565217,0.27536231884058,0.246376811594203,0.481159420289855,0.304347826086957,0.214492753623188
DVU0077,0.244444444444444,0.408333333333333,0.347222222222222,0.413888888888889,0.341666666666667,0.244444444444444,0.369444444444444,0.352777777777778,0.277777777777778,0.372222222222222,0.383333333333333,0.244444444444444,0.105555555555556,0.788888888888889,0.105555555555556,0.547222222222222,0.25,0.202777777777778,0.544444444444444,0.244444444444444,0.211111111111111
